title,meal,location,season,speciality,url,text,pubdate,author,veg,vegan,GF
3 small potatoes (1/2 lb)
3 sprigs epazote

This is a substantial peasant soup, wonderfully savory and a great favorite in Mexico. It is slightly picante, and has a predominating flavor of epazote. This is just one of many variations of this recipe. 

Have the butcher cut the meat and bones into serving pieces. Cover them with the water, add the salt and bring to ab oil. Lower the lfame and simmer the meat, uncovered, until it is tender _ about 50 minutes.

Meanwhile prepare the chiles. Heat the comal and toast the chiles well, turning them frequently so that they do not burn. When they are cool enough to handle, remove the seeds and veins _ do not soak them _ and put them into the blender. Blend the chiles with the rest of the ingredients until smooth.

Heat the oil and fry the sauce for about 5 minutes. Add it to the meat in the pan.

Clean and trim the squash and cut them into halves, then into fours lengthwise. Trim the beans and cut them into halves. Cut the corn into 6 pieces. Cut the chayote open and remove the core, then cut into 1/4-inch wedges. Skin the potatoes and cut them into cubes.

When the meat is tender, add the vegetables and cook the mole slowly, uncovered, for about 30 minutes, or until the vegetables are cooked. Add the epazote about 5 minutes before the mole is ready and add salt as necessary.

Serve in large, deep soup bowls, with hot tortillas, wedges of lime, and finely chopped onion on the side. 

Traditionally, two acid, green prickly pears called zoconostles are cut up and boiled with the meat. Though there is really no substitute, the acidity of the lime with help. The epazote growing wild here is not as strong as the Mexican plant; you will, therefore, need to use 3 large sprigs. Do not soak the chiles before blending htme, or they will lose the flavor and piquancy needed in this sort of dish. Some Mexicans prefer to have the vegetables cooked separately and then added to the mole; otherwise, they say, it is too sweet. If you like a more pungent chili flavor, then use all chiles pasillas, or chiles guajillos, and do not use the anchos.
",,Kennedy,No,No,Yes

burgoo,Supper,Kentucky,fall,No,,,,#N/A,,,

sweet potato boulangerie,Supper,Kentucky,fall,No,,,,#N/A,,,

green tomato pie,Supper,Kentucky,fall,No,,,,?,,,

Himmel und Erde,Supper,Kentucky,fall,No,,"From: Round the world cooking library: German Cooking, 1973, p. 65.

1 tsp grated lemon rind
2 _ cups applesauce
2 cups mashed hot potatoes
_ lb bacon, diced
2 large onions, sliced
_ tsp salt
1/8 tsp black pepper

Stir lemon rind into applesauce. Mix with hot potatoes. Keep hot. Fry bacon in large skillet. Add sliced onions, cook over medium heat until transparent and golden brown. Stir into hot potato mixture. Add salt and peper. Serve hot with hot blood sausage slices or liver.",,Round the world cooking library: German Cooking,No,No,Yes

Panfried Pumpkin with Tomato Sauce,Supper,Kentucky,fall,No,data/img/bittman.jpg,"From: How to Cook Everything Vegetarian, Mark Bittman, 2007, p. 366-367.

_ cup neutral oil, like grapeseed or corn, plus more if needed
2 lbs pumpkin, peeled, seeded, and cut into large chunks
Salt and freshly ground black pepper
1 large onion, chopped
2 tbsp minced garlic
2 tbsp minced fresh chile, or to taste, or hot red peper flakes or cayenne to taste
_ cup red wine, any vegetable stock, or water
3 cuppes chopped ripe tomato (canned is fine; donêt bother to drain), more or less
Chopped parsley leaves for garnish

Put the _ cup oil in a deep dutch oven or other pot with a tight-fitting lid over medium-high heat. Add some fo the pumpkin, taking care not to overcrowd; youêll need to work in batches. Spring with salt and pepper. Cook until the pumpkin is well browned and releases from the pan easily, 5 minutes or so. Then turn and cook the other side the same way. As the chunks cook, transwer them to a plate and add more pumpkin to the pan. Add more oil if necessary to keep the pumpkin from sticking.

When all the pumpkin is cooked, pour off all but 2 or 3 tablespoons of the oil and add the onion, garlic, and chile. Cook, stirring frequently, until softened, about 3 minutes.

Pour in the wine, scraping up any browned bits from the bottom of the pan. Let the liquid boil off for a few minutes and thicken, then stir in the tomato and its juice. Bring the sauce to a boil, then lower the heat a bit so it bubbles along nicely. Cook, stirring ocassionally, until thickens, about 10 minutes.

Return the pumpkin to the pot and let the mixture come back to a boil. Cover and turn the heat to low. Cook, stirring once or twice, until the sauce has thickened even more and the pumpkin is tender but not mushy, about 10 minutes. Taste and adjust the seasoning, garnish and serve.",,Bittman,Yes,Yes,Yes

butternut squash pasta sauce,Supper,Kentucky,fall,No,,,,UKCSA,,,

Apple Rutabaga Soup,Supper,Kentucky,fall,No,,"1 stick (1/4 pound) butter
1 cup onion, roughly chopped
1 cup Granny Smith apple, peeled, cored and roughly chopped
1 cup rutabaga, peeled and roughly chopped
1 cup butternut squash, peeled, seeded and roughly chopped
1 cup carrots, peeled and roughly chopped
1 cup sweet potato, peeled and roughly chopped
1 quart good chicken stock
2 cups heavy cream
1/4 cup maple syrup
Salt and cayenne pepper to taste

In a large saucepan over medium-high heat, carefully melt the butter.
Add the onion, apple, rutabaga, squash, carrots and sweet potato and cook, stirring occasionally until the onions are translucent.
Add the chicken stock and bring to a boil.
Simmer for 20 to 25 minutes or until all of the vegetables are cooked through and tender.
Puree the vegetables in a blender or food processor.
Strain through a fine mesh strainer into the same pot you used to cook the vegetables.
Stir in the cream, maple syrup, salt and cayenne pepper.
Return the pot to the stove, bring the soup to a simmer, and serve.",,http://gourmetfood.about.com/od/appetizersandsoups1/r/applebagasoup.htm,No,No,Yes

espresso chili,Supper,Kentucky,fall,No,data/img/bittman.jpg,,,Bittman,,,

stamppot,Supper,Kentucky,fall,No,,,,Ate,,,

baked cabbage w/ cream,Supper,Kentucky,fall,No,,,,#N/A,,,

borscht,Supper,Kentucky,fall,No,,,,"Russian, Flavors of WI",,,

portuguese kale and sausage soup,Supper,?,fall,No,,,,#N/A,,,

Salad with Salatsauce,Supper,Kentucky,spring,No,,"1/4 c cream
2 tsp sugar
2 tsp vinegar

Mix!",,http://germanfood.about.com/od/saladsandsides/r/lettucedressing.htm,Yes,no,Yes

Cadiz Cucumber Salad,Supper,Kentucky,summer,No,,"2 Kentucky Proud green bell peppers, thinly sliced
3 or 4 Kentucky Proud cucumbers, thinly sliced
4 or 5 Kentucky Proud onions, thinly sliced
2 cups white vinegar
1 cup sugar max
1/4 cup salt
1 tablespoon celery seeds

Combine all, put in fridge, let sit 3-4 days",, http://www.kyproud.com/recipes/recipe.aspx?title=Cadiz%20Cucumber%20Salad,yes,no,yes

Spoonbread,Dessert,Kentucky,fall,No,,"2 cups fresh milk
3/4 cup yellow cornmeal
1/2 cup self-rising white cornmeal mix
1 teaspoon salt
1/2 teaspoon baking powder
2 well-beaten eggs
1/2 stick butter, melted


In a small bowl, thoroughly mix 3/4 cup yellow cornmeal, 1/4 cup white cornmeal mix, 1 teaspoon salt, and 1/2 teaspoon baking powder. Bring milk to a boil. Reduce heat to low, and quickly add the cornmeal mixture. Stir the cornmeal mixture rapidly into the milk, so that no clumps form. Cook for about 3 minutes, or until it forms a medium-thick mush. Remove the cornmeal mush from the stove, and transfer it to a large mixing bowl. Add 1/2 stick butter or margarine, melted. Stir. Add 2 well-beaten eggs, and stir thoroughly. Now, use an electric mixer to beat the spoonbread mixture for about 5 minutes, until it is quite smooth and has a lot of air incorporated into it. Spray a 1-quart sized casserole dish with oil spray. Pour the spoonbread mixture into the casserole dish and bake in a hot oven (400 degrees) for 20 minutes, or until it puffs up and is delicately brown. Serve immediately with butter. Yum! This dish is steeped in Southern tradition. I wanted all of the Kentucky Derby party givers to have this recipe, in case they want to use it at a Derby party!!!",,http://www.youtube.com/watch?v=1iEzVknecSI,Yes,No,Yes

paw paw bread,Dessert,Kentucky,fall,No,,,,#N/A,,,

bourbon pumpkin pie w/ bourbon whipped cream,Dessert,Kentucky,fall,No,,,,#N/A,,,

Apple Tart,Dessert,Kentucky,fall,No,,"1 1/2 cups plus 1 tablespoon all-purpose flour
Pinch of salt
1 1/2 sticks (6 ounces) cold unsalted butter, cut into 1/2-inch pieces, plus 2 tablespoons melted
1/3 cup ice water
3 1/2 tablespoons sugar
4 large Golden Delicious apples—peeled, cored and cut into 1/4-inch-thick slices
2 tablespoons melted and strained apricot preserves

In a food processor, pulse 1 1/2 cups of the flour with the salt. Add the cold butter and process just until the butter is the size of peas, about 5 seconds. Sprinkle the ice water over the mixture and process just until moistened, about 5 seconds. Transfer the dough to a lightly floured work surface and knead 2 or 3 times, just until it comes together. Pat the dough into a disk. On a lightly floured work surface, roll out the dough into a 16- to 17-inch round about 1/4 inch thick.

Line a large unrimmed baking sheet with parchment paper. Roll the dough around the rolling pin and unroll it onto the prepared baking sheet.

In a small bowl, combine 2 tablespoons of the sugar with the remaining 1 tablespoon of flour and sprinkle over the dough. Arrange the apple slices on top in overlapping concentric circles to within 3 inches of the edge. Fold the dough over the apples in a free-form fashion. Brush the apples with the melted butter and sprinkle with the remaining 1 1/2 tablespoons of sugar. Refrigerate the unbaked tart until slightly chilled, about 10 minutes.

Preheat the oven to 400&#176;. Bake the tart in the center of the oven for 1 hour, or until the apples are tender and golden and the crust is deep golden and cooked through. Brush the apples with the melted preserves. Slide the parchment onto a wire rack and let the tart cool slightly before serving.",,http://www.foodandwine.com/recipes/rustic-apple-tart,Yes,No,no

lemon cake with thyme and ginger,Dessert,Kentucky,fall,No,,,,0,,,

currant scones,Dessert,Kentucky,winter,No,,,,#N/A,,,

Ccake,Dessert,Kentucky,winter,No,,"From: Heartland: The Best of the Old and the New from Midwest Kitchens, Marcia Adams, 1991, p. 199.

1 16-oz can sauerkraut, rinsed and well drained
2/3 cup margarine
1 _ cups sugar
3 eggs
2 tsp vanilla
_ cup unsweetened cocoa powder
1 tsp baking powder
1 tsp salt
1 tsp baking soda
2 1/4 cups all-purpose flour
1 cup cold water

Yes, you read correctly _ sauerkraut cake. This recipe is very old and very wonderful. It probably came into being because some grufal housewife had some extra kraut to use up and tossed it in a cake that she was stirring up at the time. The kraut creates a very moist cake, though you will not be able to taste it. If you refrigerate it, be sure to bring it to room temperature before serving.

Squeeze all excess moisture from the kraut with your hands. Chop it finely with a knife or pulse 4 or 5 times in a food processor bowl; set aside. Preheat the oven to 350F.

In a large mixer bowl, beat the margarine and sugar until fluffy, about 3  minutes. Add the eggs one at a time, mixing well after each addition. Add the vanilla, cocoa, baking powder, salt, and baking soda; blend. Add the flour alternately with the water, beginning and ending with the flour. Fold in the sauerkraut. Pour into a greased 9x13-inch pan and bake for 30 minutes or until the center of the cake springs bake when you touch it with your finger. ",,Heartland,Yes ,No,No

canned peach pie,Dessert,Kentucky,winter,No,,,,#N/A,,,

bourbon cookies,Dessert,Kentucky,winter,No,,,,Heartland,,,

beet chocolate cake,Dessert,Kentucky,winter,No,,,,#N/A,,,

"Lemon, Olive Oil, Molasses Vegan Cake",Dessert,Kentucky,spring,No,,"2 cups all-purpose flour
1 teaspoon baking soda
1 teaspoon baking powder
_ teaspoon salt
_ cup extra virgin olive oil
_ cup maple syrup
_ cup water
_ cup lemon juice
2 tablespoons lemon zest
1 tablespoon lemon extract
2 nectarines, thinly sliced
Powdered sugar, for garnish

TO MAKE THE LEMON CAKE

Preheat the oven to 350 degrees F. Lightly grease a Bundt pan.

In a large bowl, whisk together flour, baking soda, baking powder, and salt. In a separate bowl, whisk together oil, maple syrup, water, lemon juice and zest, and lemon extract. Pour the wet mixture into the dry mixture and whisk until just combined. Do not over mix.

Fill the prepared Bundt pan evenly with batter. Bake for about 30 minutes, or until a toothpick inserted in the cake comes out clean with a few crumbs clinging to it. Be sure to rotate halfway through the baking time. Cool the cake completely before unmolding.

TO MAKE THE GRILLED NECTARINES

Preheat a grill or stovetop grill pan. Lightly brush nectarine slices with oil and grill for about 1 to 3 minutes until nice grill marks appear.

TO SERVE

Plate a slice of cake and sift powdered sugar over the top. Serve with a few nectarine slices.",,http://chefchloe.com/sweets/lemon-olive-oil-cake-with-grilled-nectarines.html,Yes,Yes,No

raisin crumb pi/coconut oil crust,Dessert,Kentucky,spring,No,,,,#N/A,,,

lemon mint cake w/ syrup,Dessert,Kentucky,spring,No,,,,#N/A,,,

Orange Marmelade Cheesecake,Dessert,Kentucky,summer,No,,"Crust:
2 1/4 cup graham cracker crumbs
1/2 cup butter or margarine, melted

Filling:
1 (8 oz.) pkg. cream cheese, softened
1 Tbsp. lemon juice
1/2 cup sugar
1/4 cup milk
Dash of salt
1/2 tsp. vanilla
2 eggs

Topping:
2 Tbsp. sugar
1 cup sour cream
1/2 tsp. vanilla
[we added orange marmelade]

Directions:
1. Combine graham cracker crumbs and butter, press into buttered 8 inch pie plate to form crust on bottom and sides.

2. In a mixing bowl, beat cream cheese until fluffy. Gradually add in lemon juice, 1/2 cup sugar, milk, salt and vanilla.

3. Add eggs, 1 at a time, mixing well after each addition. Pour filling into crust.

4. Bake at 325 degrees F for 25 to 30 minutes or until set.

5. Combine the 2 tablespoons of sugar, sour cream, and 1/2 teaspoon of vanilla; spread over top of cheesecake then bake for 10 minutes longer. Chill for 5 hours or more before serving.",,http://www.momswhothink.com/cheesecake-recipes/baked-cheesecake-recipe.html,Yes,No,No

Janssonês Temptation (potatoes with anchovies),Supper,Kentucky,winter,No,,"From: Heartland: The Best of the Old and the New from Midwest Kitchens, Marcia Adams, 1991, p. 14.

3 tbsp butter
2 medium onions, chooped
1 3-oz can anchovies, drained, and mashed with a fork
1 cup half-and-half, approximately
5 medium potatoes, peeled and thinly cut, like finely cut French fries
Freshly ground black pepper

Scandinavian immigrants tended to set up their own societies in the new country, almost to the exclusion of outsiders. Today Swedish neclaves remain in several Midwestern states, including Iowa, Minnesota, and Wisconsin, as well as Illinois. Bishop Hill in Illinoi was settled in 1846 by a group of religious colonists, called Janssonists after their leader Erik Jansson.

This potato dish is familiar to Scandinavians but deserves wider exposure. Anchovies give these creamy potatoes a most delectable but unidentifiable flavor. It is a traditional smorgasbord offering and would be ideal for any buffet table, for it is good served at room temperature.

Preheat the oven to 350F. In a medium skillet, melt the butter; add the onions and saute until golden, about 10 minutes. In a small saucepan, combine the anchovies and 1 cup half-and-half, and cook together over medium heat until the mixture bubbles around the edges of the pan.

Grease a 9x13 inch baking dish and layer the potatoes and onions in it, grinding a bit of black pepper over each layer. Pour the warm cream mixture over all, distributing the anchovy bits equally among the potatoes. Add more half-and-half, if necessary so the cream barely covers the potatoes. Bake uncovered for 1 _ hours, or until the potatoes are tender and golden brown. ",,Heartland,No,No,yes

Coq au vin,Supper,Kentucky,fall,No,,"From: Time-Life: Poultry, 1978 (originally: The French Menu Cookbook, Richard Olney)

6 lb chicken, preferably a cock 10 to 12 months old, cut into serving pieces
salt and pepper
2 strips lean salt pork with the rind removed, sliced 2/3 inch thick and cut into cubes
2 to 3 tbsp oil or butter
3 medium-sized carrots cut into sections 1 to 2 inches long
3 medium-sized onions, coarsely chopped
2 tbsp. flour
_ cup brandy
3 cups dry red wine
1 bouquet garni made up of a pinch of thyme, a bay leaf and a few sprigs parsley
_ lb mushrooms
10 to 11 tbsp butter
25 or 30 small boiling onions, peeled
6 slices firm-textured white bread with the crusts removed, halved diagonally
1 garlic clove
chopped fresh parsley

Parboil the pieces of salt pork for 2 minutes, drain, and dry them in a towel. Put them to fry over low heat in a large, heavy sauteuse or skillet with a bit of oil or butter. When the pieces are golden brown, remove them and put them aside. 

In the same cooking fat, place the carrots and chopped onions. Keep the heat between medium and low, and allow them to cook, stirring regularly to avoid overbrowning, for 20 to 30 minutes. Remove the vegetables, put them aside and replace them with the chicken pieces, previously salted. Cook the chicken over a somewhat higher heat until gently browned on all sides, spring with flour and continue to cook, turning the pieces as necessary. Return the saut_ed onions and carrots ot the pan. When the flour has cooked for a few minutes, pour in the brandy, carefully set it alight and stir. When the flames have died, add the wine and raise the heat. Stir the chicken pieces and move them around until the liquid comes to a boil.

At this point, if the skillet is already overfull of the hciken, or if perhaps you have had to use two skillets and both seem too full to permit adding the vegetables, keep the carrots and onions aside and add them later when the chickens goes into the oven dish.

Transfer the chicken pieces and vegetables to an earthenware, copper or enameled cast-iron casserole with a lid. Stir and scarpe the first pan with a wooden spoon to loosen and dissolve the fryin adherents, then pour the liquid over the chicken pieces. If they are not completely covered, add enough wine, water or good stock (water is better than indifferent stock) to barely, but entirely, cover them. Add the bouquet garni (or simply sprinkle with thyme, and add the bay leaf and parsley sprigs untied). Put to cook, covered, in the oven, regulating the heat so that the sauce hardly simmers. The length of cooking time depends on the birdês age and –past” _ from 30 to 45 minutes for a fryer that has never exercised to 1 _ hours for a 10-month-old rooster, and an hour loner still for one that may be too old to have a fine flesh but will produce a marvelous sauce.

Meanwhile cook the boiling onions, seasoned, in butter over very low heat, shaking the pan from time to time, for 20 to 30 minutes. Kepp them covered and avoid browning them; if the sauce pan is not heavy enough, you may have to use a fireproof pad over the heat source. Remove the oninos when they are done and use the same pany to fry the mushrooms. Trim the mushroom stems and cut the caps into two or four pieces (if they are small, leave them whole). Toss them in butter over high heat for 2 or 3 minutes; season with salt and freshly ground pepper.

Transfer the hciken pieces and the carrots to a platter. Pass the cooking liquid through a fine sieve into a saucepan, using a pestle to work the residue. Discard the remains of the bouquet garni. In the saucepan, skim as much fat from the surface of the liquid as pssible and bring it to a boil, then position the saucepan over the heat so as to permit its contents to simmer only on one side. Carefully skim off all fat and impurities as they surface over the next 30 minutes or so. If, at this point, the sauce is still too thin, turn up the heat to create a fast boil, stirring constantly until you achieve the right consistency.

Put the hciken pieces and the carrots back in the oven dish, distribute the garnish (saut_ed mushrooms, glazed boilin onions, and fired pork sections) on top and pour over the sauce. Cover and return to the oven to simmer gently for 15 to 20 minutes.

Brown the triangles of bread in butter over low heat until golden and cirsp. (They may be prepared ahead of time and rewarmed in the oven.)

To serve, place the chicken pieces more or less symmetrically on a large, warmed platter. Rub the crouton tirangles with the clove of garlic, dip a corner of each triangle in the sauce, then in the chopped parsley, and arrange them around the edge of the platter, parslied tips pointing out. Pour sauce and garnish over the chicken and sprinkle with a bit of chopped parsley. Serve with steamed potatoes. ",,Time-Life,No,No,No

Maine baked beans,Supper,Kentucky,winter,No,,"From: Cooking Down East: Favorite Maine Recipes, Marjorie Standish (with Melissa Kelly), 1968 (2010), p. 99

1 lb dry beans (2 cups)
2 tbsp granulated sugar
1 tsp salt
black peper
_ tsp dry mustard
2 tbsp molasses
_ lb salt pork
About 2 _ cups boiling water

Pick over the dry beans. Wash them. Palce in a good-size bowl. Cover with cold water and allow to soak overnight. Forget to do it? Never mind. IN the morning parboil them in water to cover, just until skins wrinkle. I never parboil beans unless I forget to soak them; just overnight soaking is enough.

In the morning, drain beans. Place in a beanpot. Mix all seasonings together in small bowl. Turn into beanpot on top of soaked,, drained beans and mix toether until all beans are coated with seasonings. Bean careful not to add too much molasses, as it can cause beans to harden as they bake.

Add boiling water, about 2 _ cups, or enouh to cover beans in pot. Score salt pork by making gashes in it. Wash pork in hot water. Place it on top of beans. Cover beanpot. Beans are now ready to go into oven. A low temperature is needed, around 250F for 8 hours of baking; although they should not be stirred, they do need attention ocassionally, for they need to be kept covered with boiling water at all times. The beanpot itself needs to be kept covered until the last hour of baking; then, remove cover so the beans will brown on top.

Are you longin for baked beans, yet salt pork is eliminated from your diet? Then do exactly as given above, only in place of _ pound of salt pork, use 4 tablespoons cookin oil per pound dry beans, or 2 tablespoons cooking oil per cup of dry beans. ",,Cooking Down East,No,No,yes

Vegan Michigan Cassoulet with Sweet Potatoes and Tempeh,Supper,Kentucky,winter,No,,"Adapted from: Heartland: The Best of the Old and the New from Midwest Kitchens, Marcia Adams, 1991, p. 110.

1 lb dried Michigan navy beans
1 celery stalk
2 bay leaves
Handful of parsley sprigs
_ cup chopped celery
_ cup chopped onion
_ cup chopped carrot
1 cup chopped sweet potatoes
_ - 1 lb tempeh, cut into squares
1 tsp minced garlic
Olive oil
1 14-oz can tomatoes, drained
_ cup dry white wine
2 tbsp chopped fresh parsley
_ tsp dried thyme
_ tsp dried savory
_ tsp freshly ground black pepper
2 thick slices French bread
2 tsp finely minced fresh parsley

Even the plainest of Midwestern cooks hs been making a stripped-down version of cassoulet for years _ what she calls ham and beans. And generally it is a rather good dish.

The beloved French provincial casserole of white beans and assorted meats and either duck or goose requires several daysê labor and umpteen mixing boards; this simplified version uses a slow cooker and rquires no watching. Start the beans by soaking them the night before cooking, and be sure to save the bean cooking liquid.

Place the beans in a large kettle with water to cover; soak overnight. The next morning, add the celery stalk, 1 bay leaf, and parsley to the beans, cover and bring to a boil. Lower the heat and simmer, partially covered, for 30 minutes. Drain, reserving 2 cups of the cooking liquid. Discard the celery and herbs and transfer the beans to the slow-cooker. 

Cook the chopped celery, onion, carrot, and arlic in the live oil over medium heat until the onion begins to brown, about 3 to 5 minutes. Transfer to the cooker. Then add some more olive oil and start the sweet potatoes. When they start to soften, add the tempeh and tomatoes, wine, parsley and seasonsings. Add to the bean mixture in the cooker. Mix gently to avoid breaking up the beans. Add enough of the reserved cooking liquid to come within 1 inch of the top of the beans.

Cover, turn temperature to high, and cook for 1 hour. Turn to low and continue cooking for 3 to 4 hours; do not stir while cooking. The cooking time is imprecise, for this depends on the age of the beans, their growing locale, and even the hardness of the water. Do not let beans overcook and get mushy. If necessary, add more of the reserved cooking water to keep the water level at 1 inch below the top of the beans.

Meanwhile, toast the bread in a flat plan in a 160F oven for 2 hours. Break into large pieces and process until fine crumbs are formed _ you need a scant _ cup. Stir in the parsley. About 30 minutes before the beans are done, sprinkle the crumbs on top and then, using a wooden spoon, gently push them deep down into the beans to thicken the juices. When the beans have reached the desired texture, turn off the cooker. Serve hot.",,Heartland,Yes,Yes,No

Champurrado,Drink,Kentucky,winter,No,,"From: The Cuisines of Mexico Revised Edition, Diane Kennedy, 1972 (1986), p. 350

_ cup prepared tortilla masa, or scant _ cup masa harina mixed with 1/3 cup water
2/3 cup water
1 _ cups warm milk
1 _ cups warm water
1 _-ounce tablet drinking chocolate
3-inch cinnamon stick
3 tbsp brown sugar, or to taste

This is traditionally cooked in an earthenware pot. It can be made with either milk or water or a mixture of both. 

Put the masa into the pan with the 2/3 cup water and cook over a low flame, stirring constantly, until it thickens _ about 5 minutes.

Gradually stir in the milk and water and cook until it begins to bubble. Add the chocolate, broken into pieces, the cinnamon stick, and the sugar and cook slowly, stirring, until the mixture thickens _ about 15 minutes.

According to one of my neighbors, one sign that atole is done is that a spoonful slides noiselessly rather than plops back into the mixture. ",,Kennedy,Yes,No,Yes

Egg Bake,Breakfast,Kentucky,spring,No,,"From: The Kentucky Housewife, Lettice Bryan, 1839, p. 226

Cut some small slices from a loaf of light bread, toast them lightly, and put them in the bottom and round the sides of a small, deep dish. Grate fine some of the crust of the loaf, and mix with it four ounces of butter, broken up. Boil one dozen eggs till hard enough to slice, and peel and slice them. Put them in the dish on the toasts in alternate layers with the bread crumbs and butter, seasoning them with salt and pepper; pour in a cup of rich sweet cream; sprinkle on the top some grated bread and small bits of butter, and brown it in a Dutch oven.",,Kentucky Housewife,Yes,No,No

Chard Pie,Breakfast,Kentucky,spring,No,,"From: Time-Life: Vegetables, 1979, p.98. (originally: The Great Green Chili Cooking Classic, Mrs. L.V. Housewright)

30 swiss chard leaves, torn into pieces
1 small onion, chopped
4 tbsp butter
2 eggs, lightly beaten
_ cup freshly grated Cheddar cheese
_ cup stemmed, seeded, and chopped green chilies (optional)
Bittman savory piecrust

Preheat the oven to 350F. Saute the onion in the butter until transparent. Add the chard and cook for 1 minute or until wilted. Be sure the chard is covered with butter. 

Pour the chard into cooked (?) piecrust. Mix the eggs with the green chilies and pour over the chard. Stir with a fork. Spread the Cheddar cheese on top and bake for 20 to 30 minutes or until firm.",,Time-Life,Yes,No,No

Ham Poddage,Breakfast,Kentucky,spring,No,,"From: The Kentucky Housewife, Lettice Bryan, 1839, p. 109

Fry as many pieces of ham and eggs as you want; make some mashed potatoes into cakes the same size of the slices of ham; fry them brown, lay them in a dish with a slice of ham on each toast, and an egg on each slice of ham. Stir into the gravy a little brown flour and sweet cream; pour it round them, garnish with small bunches of tongue-grass, and eat them warm. This is a dish chiefly used for breakfast.",,Kentucky Housewife,No,No,No

Ham Truffle,Supper,Kentucky,spring,No,,"From: The Kentucky Housewife, Lettice Bryan, 1839, p. 110.

Cut some slices of bread from a fine loaf, having them all of equal size; spread them over with butter, and grate some cold boiled ham thickly on each of them. They are chiefly eaten at supper or luncheon. Sides and shoulders of bacon should always be boiled in plenty in plenty of water with suitable vegetable.",,Kentucky Housewife,No,No,No

Salmon Wiggle,Supper,Kentucky,winter,No,,"Adapted from: Cooking Down East: Favorite Maine Recipes, Marjorie Standish (with Melissa Clark), 1968 (2010), p. 30.

4 tbsp butter
4 tbsp flour
_ tsp pepper
_ tsp salt
2 cups milk
1 can salmon
1 can peas, drained, or 1 package frozen peas, cooked

Prepare cream sauce by melting butter, adding flour and salt and pepper. Stir until smooth. Add 2 cups milk, gradually. Cook over low heat, stirring constantly, until smooth and thickened. Add drained peas. Add salmon that has been picked over, bones, and skin removed. Keep salmon in fairly large pieces. Served on butter toast, toast cups, patty shells, on crackers, or baked potatoes. Serves 4 to 6.",,Cooking Down East,No,No,Yes

Stewed Rabbit with Cornmeal Dumplings,Supper,Kentucky,spring,No,,"From: Native Harvests: Recipes and Botanicals of the American Indian, Barrie Kavasch, 1979, p. 90.

One 5-lb wild rabbit, dressed, and cut up for stewing. 
Rabbit:
_ cup corn oil
1 _ cups fine cormeal
2 quarts water
2 tbsp wood ashes or _ cup cider vinegar
12 dried juniper berries
12 small onions
8 carrots
2 sprigs fresh dill

Dumplings:
2 cups fine cornmeal
1 tbsp wood ashes (optional)
1 egg, beaten
1 tablespoon nut butter
1 cup water

Rub each piece of rabbit with a little oil and lightly dust with the cornmeal. Brown each piece in hot oil, in a large kettle, turning until evenly seared. Add the water and ashes (or vinegar) and simmer, covered, for 1 _ hours. Add the remaining ingredients and simmer for 30 minutes more. 

Dumplings: thoroughly blend all ingredients together. Drop the dumpling batter by spoonfuls into the simmering rabbit gravy. Cover and steam for 15 more minutes. Serve hot.",,Native Harvests,No,No,Yes

Rabbit Skillet Pie,Supper,Kentucky,spring,No,,"Adapted from: The Kentucky Housewife, Lettice Bryan, 1839, p. 134.

To stew rabbits: cut into joints, rinse, season and stew them in a very little water, keeping the vessel covered. When they are done quite tender, add four ounces of butter, a large spoonful of lour, a tea-spoonful of pepper, a handful of chopped parsley, two or three sliced biscuits and a glass of sweet cream. Just let it raise the simmer, stirring it all the time. Then toss it in a Bittman pie crust [link] and bake for a while.",,Kentucky Housewife,No,No,No

Dandelion Greens,Lunch or snack or something else,Kentucky,spring,No,,"Adapted from: Cooking Down East: Favorite Maine Recipes, Marjorie Standish (with Melissa Clark), 1968 (2010), p. 99

a bunch of dandelion greens, washed and picked over
canned tomatoes
salt and pepper
(potatoes)

Cut up the greens as you might spinach or kale. Thrown in a saute pan with butter or your fat of choice. Cook just for a few minutes before adding some canned tomatoes, an amount that feels right. Season with salt and pepper and stir. Cooking for maybe 10-15 minutes depending on how liquidy the tomatoes are. You can eat this as is or with steamed potato cubes.",,Cooking Down East,Yes,Yes,Yes

Spiced Chicken Cooked in Milk,Supper,Wisconsin,summer,No,,"From: Time-Life: Poultry, 1978 (originally: Summer Cooking, Elizabeth David)

4 to 4 _ lb stewing chicken
1 tsp coriander seeds
1 inch slice fresh ginger root
2 or 3 cardamom pods
_ tsp ground cloves
Salt and ground black pepper
2 lemons
2 quarts milk
2 eggs, beaten

Roast the coriander seeds for 2 or 3 minutes in a moderate oven; peel the ginger root and chop it coarsely; pound both in a mortar with the cardamoms and the ground cloves, after removing the husks of the cardamoms. Add salt and ground black pepper. Prick the chicken all over with a fork, rub it with lemon; then press some of the spices onto the chicken and put some more inside. Place the chicken in a heatproof casserole and leave for an hour or two.

Bring the milk to a boil with the remainder of the spices. Pour it over chicken and cook very slowly for about 2 _ hours _ for the first hour on top of the stove, with the casserole covered; for the remainder of the time in the oven, without the lid. When the chicken is quite thnder, take the casserole out of the oven and leave it to cool.

