source_id,registry_id,rcr_name,rcr_street,rcr_city,rcr_state,fac_lat,fac_long,fac_percent_minority,rcra_curr_snc,rcra_curr_compl_status,rcra_qtrs_in_nc,rcra_curr_violation_types,rcra_insp_cnt,rcra_iea_cnt,rcra_last_iea_date,rcra_fea_cnt,fac_map_flg
"CA6170024289","110043304466","NAVAL STATION (NAVSTA) 32ND ST HAZARDOUS WASTE FACILITY (PERMITTED CST)","32ND ST BLDG 3458","SAN DIEGO","CA",32.57225,-117.06883,87.901,"No","Noncompliance",4,"261.C, 262.C, 264.B, 264.E, 270.D, NA, XXS",18,2,06/23/2016,0,"Y"
"CA7170024775","110009267248","US NAVY BRAC PMO-W (MI)","WEST END TENNESSEE ST","MARE ISLAND","CA",38.09608,-122.277785,70.598,"No","No Violation",2,"265.F, NA",1,1,09/03/2014,0,"Y"
"CA7170090016","110025232905","NAVAL AIR STATION NORTH ISLAND, HAZ WASTE FACILITY COMPLEX, NAVAL BASE CORONADO","BUILDING 1606 NAVAL AIR STATIO","SAN DIEGO","CA",32.698333,-117.209444,27.323,"No","No Violation",8,"262.C, 265.F, NA, XXS",41,4,05/25/2016,0,"Y"
"CA8210020832","110012893618","DEFENSE DISTRIBUTION DEPOT SAN JOAQUIN SHARPE SITE","700 E ROTH RD","FRENCH CAMP","CA",37.82916,-121.2672,59.376,"No","No Violation",0,"NA",0,0,06/03/2004,0,"Y"
"CA9570025149","110010627919","DEPARTMENT OF THE AIR FORCE VANDENBERG AFB","1028 ICELAND AVENUE","VANDENBERG AFB","CA",34.733,-120.533,40.233,"No","No Violation",0,"NA",4,1,05/15/2014,0,"Y"
"CAD000030494","110057093149","AEROJET ROCKETDYNE, INC.","HWY 50 AND AEROJET ROAD","RANCHO CORDOVA","CA",38.615738,-121.200226,26.829,"No","Noncompliance",12,"262.A, 264.B, 264.E, NA, XXS",11,3,12/02/2015,1,"Y"
"CAD000060012","110009126962","PANOCHE","2251 LAKE HERMAN ROAD","BENICIA","CA",38.098351,-122.125276,35.711,"Yes","Significant Violation",12,"264.G, 264.H, 264.J, NA",3,1,06/17/2016,0,"Y"
"CAD000072751","110025239659","TOSCO CORP AVON REF","SOLANO WAY/WATERFRONT RD","MARTINEZ (E OF)","CA",38.0251,-122.0639,42.323,"No","No Violation",1,"264.H, NA",4,1,07/06/2015,0,"Y"
"CAD000088252","110000609100","STATEWIDE ENVIRONMENTAL SERVICES","12618 SO MAIN STREET","LOS ANGELES","CA",33.918305,-118.274305,98.11,"No","No Violation",0,"NA",0,0,05/13/1999,0,"Y"
"CAD000626077","110000609128","LOS ANGELES CO AGRI COMM","8841 E SLAUSON AVE","PICO RIVERA","CA",33.972321,-118.107698,90.089,"No","No Violation",0,"NA",0,0,12/28/1993,0,"Y"
"CAD000629972","110033145790","BOEING CO SSFL ETEC AREA I V","TOP OF WOOLSEY CANYON RD HWMF","SIMI VALLEY","CA",34.234359,-118.709198,36.376,"No","No Violation",0,"NA",0,0,11/13/1992,0,"Y"
"CAD000630913","110000517717","MANDALAY GENERATING STATION","393 N HARBOR BLVD","OXNARD","CA",34.204324,-119.246041,61.378,"No","No Violation",0,"NA",1,0,06/12/2008,0,"Y"
"CAD000630921","110000915724","SOUTHERN CALIFORNIA EDISON SAN ONOFRE PLANT","5000 PACIFIC COAST HIGHWAY","SAN CLEMENTE","CA",33.369177,-117.555487,33.897,"No","No Violation",0,"NA",4,0,12/16/2003,0,"Y"
"CAD000631036","110019004780","SO CALIF EDISON ORMOND BEACH GEN STA","6635 S EDISON DR","OXNARD","CA",34.131528,-119.167389,86.822,"No","No Violation",0,"NA",2,0,09/03/2008,0,"Y"
"CAD000633164","110000479116","CLEAN HARBORS OF WESTMORELAND LLC","5295 SOUTH GRAVEY ROAD","WESTMORLAND","CA",33.035978,-115.73713,59.184,"No","Noncompliance",12,"264.B, 264.DD, 264.E, 264.J, NA",7,2,06/10/2015,0,"Y"
"CAD000633289","110000912567","IT CORP BENSEN RIDGE FAC","7260 HIGHWAY 29","KELSEYVILLE","CA",38.94942,-122.801205,40.192,"Yes","Significant Violation",3,"264.H, NA",2,0,09/19/2008,0,"Y"
"CAD000633305","110000609155","MAIN STREET CENTER","1630 NORTH MAIN STREET","LOS ANGELES","CA",34.06623,-118.22749,89.434,"No","No Violation",4,"263.A, 264.B, 264.F, 264.I, 265.B, 265.C, NA, XXS",5,6,09/21/2015,0,"Y"
"CAD001425206","110000609182","RAYTHEON EWS OPERATIONS","6380 HOLLISTER AVE","GOLETA","CA",34.43294,-119.84628,43.642,"No","No Violation",0,"NA",0,0,04/29/1994,0,"Y"
"CAD001705235","110000844249","UNITED TECHNOLOGIES CORPORATION","600 METCALF ROAD","SAN JOSE","CA",37.23291,-121.67674,55.682,"No","Noncompliance",12,"262.A, NA",4,0,05/24/2007,0,"Y"
"CAD008237679","110000476235","PHILLIPS 66 - LOS ANGELES REFINERY WILMINGTON PLANT","1660 WEST ANAHEIM STREET","WILMINGTON","CA",33.774469,-118.290696,75.436,"No","Noncompliance",3,"262.A, NA",5,1,03/23/2016,0,"Y"
"CAD008246027","110009528298","H H ROBERTSON CO WASD","999 S HATCHER AVE","LA PUENTE","CA",34.00445,-117.92348,91.588,"No","No Violation",0,"NA",0,0,01/27/1987,0,"Y"
"CAD008252405","110000473407","PACIFIC RESOURCE RECOVERY","3150 E PICO BLVD","LOS ANGELES","CA",34.017443,-118.212607,96.699,"No","Noncompliance",5,"264.B, 264.E, 265.BB, 265.D, NA",6,2,03/23/2016,1,"Y"
"CAD008253957","110000476315","EDGINGTON OIL COMPANY","2400 E. ARTESIA BOULEVARD","LONG BEACH","CA",33.87461,-118.16412,85.34,"No","No Violation",0,"NA",1,1,08/30/2012,1,"Y"
"CAD008268302","110000474736","NORTHROP GRUMMAN, HAWTHORNE","ONE NORTHROP AVE","HAWTHORNE","CA",33.91968,-118.32876,92.382,"No","Noncompliance",12,"262.A, 262.C, 264.H, NA",1,0,06/16/1999,0,"Y"
"CAD008274938","110000609226","KAISER VENTURES, INC.","13429 SAN BERNARDINO AVE","FONTANA","CA",34.089561,-117.505584,82.104,"No","No Violation",0,"NA",0,0,07/13/1994,0,"Y"
"CAD008275885","110000748843","CHEM TECHNOLOGY LABS INC","12150 S ALAMEDA ST (SEE MAP)","LYNWOOD","CA",33.92257,-118.22195,98.502,"No","No Violation",0,"NA",0,0,04/27/1999,0,"Y"
"CAD008302903","110064125566","VEOLIA ES TECHNICAL SOLUTIONS LLC","107 SOUTH MOTOR AVENUE","IRWINDALE","CA",34.12078,-117.93548,83.061,"Yes","Significant Violation",12,"262.B, 264.A, 264.B, 264.E, 264.I, 264.J, 270.A, NA",10,6,06/04/2015,2,"Y"
"CAD008314908","110000478741","SOLAR TURBINES INCORPORATED - HARBOR DRIVE","2200 PACIFIC HIGHWAY","SAN DIEGO","CA",32.7269,-117.17267,43.337,"No","No Violation",0,"NA",0,0,07/17/2008,0,"Y"
"CAD008336901","110002899908","CHEVRON, EL SEGUNDO REFINERY","324 W EL SEGUNDO BLVD","EL SEGUNDO","CA",33.908126,-118.41074,33.744,"No","Noncompliance",2,"262.C, 264.B, NA",3,2,06/29/2016,0,"Y"
"CAD008344228","110000477270","CRITERION CATALYST","1001 NORTH TODD AVENUE","AZUSA","CA",34.14104,-117.92802,77.855,"No","No Violation",0,"NA",0,0,07/17/1990,0,"Y"
"CAD008364432","110000475030","RHO-CHEM LLC","425 ISIS AVENUE","INGLEWOOD","CA",33.95785,-118.37533,83.494,"Yes","Significant Violation",7,"260.B, 262.C, 264.B, 264.C, 264.E, 264.G, 270.C, NA",4,4,03/10/2016,2,"Y"
"CAD008381360","110000621122","FORMER BLUE CORAL FACILITY","1920 RANDOLPH ST","LOS ANGELES","CA",33.986165,-118.239406,98.79,"No","No Violation",0,"NA",0,0,04/25/1995,0,"Y"
"CAD008383127","110000609253","TFX AVIATION","3085 OLD CONEJO RD","NEWBURY PARK","CA",34.19085,-118.94529,30.841,"No","No Violation",0,"NA",3,0,07/20/2006,0,"Y"
"CAD008488025","110000475780","PHIBRO-TECH INC.","8851 DICE ROAD","SANTA FE SPRINGS","CA",33.95962,-118.06756,85.787,"Yes","Significant Violation",12,"261.C, 262.A, 262.C, 264.A, 264.B, 264.C, 264.E, 264.G, 264.I, 264.J, 270.C, NA",15,11,04/20/2016,0,"Y"
"CAD009108705","110000483487","PHILLIPS 66 CO - PHILLIPS 66 SAN FRANCISCO REFINERY","1380 SAN PABLO AVE","RODEO","CA",38.0436,-122.2532,72.267,"No","Noncompliance",12,"260.B, 262.A, FSS, NA",4,3,05/19/2016,0,"Y"
"CAD009114919","110020506460","CHEVRON U.S.A. INC. RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CA",37.938779,-122.396453,89.999,"No","No Violation",1,"NA, XXS",4,1,04/07/2014,0,"Y"
"CAD009125527","110000482399","TYCO ELECTRONICS CORPORATION","304 CONSTITUTION DR.","MENLO PARK","CA",37.48187,-122.16699,64.141,"No","No Violation",0,"NA",0,0,03/02/2004,0,"Y"
"CAD009142290","110055868397","CHEMTRADE WEST US LLC","501 NICHOLS ROAD","BAY POINT","CA",38.047429,-121.986245,78.608,"No","No Violation",1,"262.D, NA",3,2,10/07/2014,0,"Y"
"CAD009144619","110000609333","FAIRCHILD CAMERA & INSTRUMENT","4300 REDWOOD HWY","SAN RAFAEL","CA",38.01397,-122.54076,26.257,"No","No Violation",0,"NA",0,0,03/22/1989,0,"Y"
"CAD009150194","110000483450","USS-POSCO INDUSTRIES","900 LOVERIDGE","PITTSBURG","CA",38.02305,-121.85565,74.473,"No","No Violation",0,"NA",4,1,12/13/2013,0,"Y"
"CAD009151671","110042051221","CHEMOURS OAKLEY","6000 BRIDGEHEAD ROAD","OAKLEY","CA",38.013151,-121.745763,52.998,"No","No Violation",0,"NA",3,1,03/08/2012,0,"Y"
"CAD009152364","110000609342","HENKEL SURFACE TECHNOLOGIES","37899 NILES BLVD","FREMONT","CA",37.57549,-121.97438,72.375,"No","No Violation",0,"NA",0,0,03/09/1998,0,"Y"
"CAD009164021","110000483245","SHELL OIL PRODUCTS US - MARTINEZ REFINERY","3485 PACHECO BOULEVARD","MARTINEZ","CA",38.016594,-122.115392,33.159,"Yes","Significant Violation",7,"262.A, NA",9,3,05/12/2016,0,"Y"
"CAD009220898","110000484075","PACIFIC SCIENTIFIC ENERGETIS MATERIALS COMPANY (CALIFORNIA) LLC","3601 UNION ROAD","HOLLISTER","CA",36.83765,-121.44991,78.037,"No","No Violation",0,"NA",2,1,10/19/2012,0,"Y"
"CAD009230244","110000473540","UNIVAR LA/BONNIE BEACH","1363 S. BONNIE BEACH PLACE","LOS ANGELES","CA",34.01461,-118.1813,97.905,"No","No Violation",0,"NA",0,0,12/05/1989,0,"Y"
"CAD009380890","110000609351","GEORGIA PACIFIC CORP","760 S VAIL","MONTEBELLO","CA",34.0026,-118.1237,94.273,"No","No Violation",0,"NA",0,0,10/17/1988,0,"Y"
"CAD009452657","110000498042","BAY ROAD HOLDINGS","2081 BAY ROAD","EAST PALO ALTO","CA",37.47461,-122.12714,61.256,"No","No Violation",0,"NA",0,0,06/20/2008,0,"Y"
"CAD009547050","110000475138","THE DOW CHEMICAL COMPANY","305 CRENSHAW BOULEVARD","TORRANCE","CA",33.84559,-118.33216,67.299,"No","No Violation",0,"NA",3,1,11/22/2011,0,"Y"
"CAD028409019","110000609422","CROSBY & OVERTON","1630 W. 17TH STREET","LONG BEACH","CA",33.78772,-118.21436,86.944,"No","Noncompliance",9,"264.BB, 264.CC, 264.I, 270.C, NA",5,3,12/02/2015,2,"Y"
"CAD029363876","110000480612","GALLADE CHEMICAL INC.","1230 EAST SAINT GERTRUDE PL","SANTA ANA","CA",33.719108,-117.855786,87.742,"No","No Violation",0,"NA",1,0,12/20/1996,0,"Y"
"CAD030398622","110000621186","MARTIN MARIETTA TECHNOLOGIES, INC.","19200 S WESTERN AVE","TORRANCE","CA",33.85675,-118.30933,79.224,"No","No Violation",0,"NA",1,0,03/02/1990,0,"Y"
"CAD030584502","110000609440","GENERAL ELECTRIC INTERNATIONAL, INC.","3601 E. LA PALMA AVENUE","ANAHEIM","CA",33.85644,-117.84076,55.442,"No","No Violation",1,"262.A, 262.C, NA",4,0,01/13/2009,0,"Y"
"CAD040520975","110000621195","CHEMWEST IND INC","13425 SAN BERNARDINO AVE","FONTANA","CA",34.077218,-117.512581,84.021,"No","No Violation",0,"NA",0,0,12/13/1990,0,"Y"
"CAD041330077","110000609486","FORD MOTOR CO","1000 FORD RD","NEWPORT BEACH","CA",33.63413,-117.869291,30.167,"No","No Violation",0,"NA",0,0,12/10/1991,0,"Y"
"CAD041520644","110038157151","TESORO REFINING & MARKETING COMPANY LLC -- LA REFINERY","2101 E. PACIFIC COAST HIGHWAY","WILMINGTON","CA",33.7956,-118.2331,91.514,"No","No Violation",1,"261.A, 264.D, NA",1,1,04/16/2014,0,"Y"
"CAD041835695","110017973399","ACME FILL CORPORATION","950 WATERBIRD WAY","MARTINEZ","CA",38.013699,-122.081077,38.473,"Yes","Significant Violation",12,"262.A, 262.C, 262.D, 264.H, 265.G, 265.H, 265.J, 265.N, NA, XXS",3,3,11/17/2014,2,"Y"
"CAD041844002","110034185637","WEST COUNTY LANDFILL INC","1 PARR BLVD","RICHMOND","CA",37.966372,-122.392883,89.911,"No","Noncompliance",12,"260.B, 262.A, 264.B, NA",2,1,05/18/2016,0,"Y"
"CAD042223180","110000621202","EKCO METALS","1700 PERRINO PL","LOS ANGELES","CA",34.01845,-118.22071,95.828,"No","No Violation",0,"NA",0,0,01/25/2000,0,"Y"
"CAD043237486","110038497837","CHEVRON U.S.A.(FORMER CHEVRON CHEMICAL CO)","940 HENSLEY ST.","RICHMOND","CA",37.9456,-122.36923,86.016,"No","No Violation",1,"264.D, NA",1,1,09/06/2013,0,"Y"
"CAD044429835","110042036855","CLEAN HARBORS OF WILMINGTON LLC","1737 EAST DENNI STREET","WILMINGTON","CA",33.78625,-118.23986,91.742,"No","No Violation",2,"262.B, 265.BB, 265.D, NA",7,2,10/06/2014,0,"Y"
"CAD044696102","110000609538","THE MARQUARDT COMPANY","16555 SATICOY ST","VAN NUYS","CA",34.211432,-118.495715,75.01,"No","Noncompliance",12,"264.H, NA",0,0,11/19/2003,0,"Y"
"CAD048645444","110042043598","BECKMAN COULTER, INC.","167 W. POPLAR AVE","PORTERVILLE","CA",36.049,-119.0201,71.95,"No","No Violation",0,"NA",1,0,10/29/2004,0,"Y"
"CAD050746775","110002318867","SQUARE D COMPANY","1060 E THIRD ST","BEAUMONT","CA",33.92481,-116.96675,49.684,"No","No Violation",0,"NA",3,0,04/15/2008,0,"Y"
"CAD050806850","110000474059","CLEAN HARBORS LOS ANGLES LLC","5756 ALBA STREET","LOS ANGELES","CA",33.98984,-118.23853,98.782,"No","Noncompliance",3,"262.D, 264.B, 264.D, 264.E, 264.J, NA, XXS",8,4,04/28/2016,2,"Y"
"CAD058231598","110000913432","MALLINCKRODT MEDICAL","18691 JAMBOREE RD","IRVINE","CA",33.67025,-117.85164,52.633,"No","No Violation",0,"NA",0,0,11/17/2003,0,"Y"
"CAD059270975","110000479385","AOC, LLC","19991 SEATON AVENUE","PERRIS","CA",33.8311,-117.26157,87.248,"No","No Violation",0,"NA",1,0,02/20/2009,0,"Y"
"CAD059277137","110000479688","CENTRAL WIRE","2500 SOUTH A STREET","PERRIS","CA",33.75041,-117.23612,75.593,"No","No Violation",2,"262.C, NA",4,1,09/16/2014,0,"Y"
"CAD059494310","110000484743","CLEAN HARBORS SAN JOSE","1021 BERRYESSA ROAD","SAN JOSE","CA",37.36493,-121.88451,83.423,"Yes","Significant Violation",12,"262.A, 262.C, 264.B, 264.E, 270.D, NA, XXS",7,6,05/08/2015,0,"Y"
"CAD059794974","110000474852","MARTIN METAL FINISHING INC","12150 S ALAMEDA ST (SEE MAP)","LYNWOOD","CA",33.92257,-118.22195,98.502,"No","Noncompliance",12,"264.H, NA",2,0,08/30/2000,0,"Y"
"CAD062062435","110040766917","MSE TECHNOLOGIES LLC","8201 WOODLEY AVE","VAN NUYS","CA",34.2197,-118.48576,77.537,"No","No Violation",0,"NA",0,0,03/23/1994,0,"Y"
"CAD066113465","110064435570","SAFETY-KLEEN SYSTEMS, INC.","3561 S MAPLE","FRESNO","CA",36.68303,-119.74566,90.495,"No","No Violation",1,"264.B, NA",2,1,02/23/2015,0,"Y"
"CAD066177783","110000739201","SAFETY KLEEN CORP 7 088 05","3876 FLORISTA ST","LOS ALAMITOS","CA",33.804147,-118.065594,50.285,"No","No Violation",0,"NA",0,0,01/31/1991,0,"Y"
"CAD066233966","110000609707","QUEMETCO. INC.","720 S. SEVENTH AVENUE","CITY OF INDUSTRY","CA",34.025026,-117.98347,91.914,"Yes","Significant Violation",12,"262.A, 262.B, 262.C, 264.B, 264.C, 264.D, 264.DD, 264.E, 264.F, 264.I, 264.J, 265.C, 265.E, 270.C, NA, XXS",8,6,07/12/2016,1,"Y"
"CAD067786749","110000782840","BKK LANDFILL","2210 S. AZUSA AVENUE","WEST COVINA","CA",34.035787,-117.900396,88.889,"No","No Violation",0,"NA",1,0,10/14/2004,0,"Y"
"CAD069124717","110016745940","GLENCORE RECYCLING","1695 MONTEREY HWY","SAN JOSE","CA",37.310573,-121.870763,76.477,"No","Noncompliance",12,"262.A, 262.C, 264.E, 265.I, 273.B, NA",5,1,03/23/2016,0,"Y"
"CAD073772030","110012532170","UNION PACIFIC SACRAMENTO YARD","501 JIBBOOM ST","SACRAMENTO","CA",38.588777,-121.496565,53.602,"No","No Violation",0,"NA",0,0,11/08/1994,0,"Y"
"CAD074644659","110000621284","HONEYWELL INTERNATIONAL INC. (NEWARK)","8333 ENTERPRISE DRIVE","NEWARK","CA",37.52261,-122.04832,72.63,"No","No Violation",2,"262.D, NA",2,1,10/27/2015,0,"Y"
"CAD076180843","110000474834","POLYNT COMPOSITES USA INC","2801 LYNWOOD ROAD","LYNWOOD","CA",33.92593,-118.2221,98.491,"No","No Violation",0,"NA",0,0,02/24/2011,0,"Y"
"CAD076528678","110000602544","THE DOW CHEMICAL COMPANY","901 LOVERIDGE ROAD","PITTSBURG","CA",38.023129,-121.855352,76.005,"No","No Violation",4,"262.A, 262.D, NA",7,5,06/21/2016,0,"Y"
"CAD076941103","110000749922","STAUFFER MANAGEMENT COMPANY LLC","2112 EAST 223RD STREET","CARSON","CA",33.82323,-118.23562,89.849,"No","No Violation",0,"NA",0,0,05/28/1987,0,"Y"
"CAD077227049","110017428988","TESORO LOS ANGELES REFINERY - CARSON OPPERATIONS","1801 SEPULVEDA BLVD","CARSON","CA",33.81323,-118.24298,91.167,"Yes","Significant Violation",12,"262.A, 262.C, NA",3,0,05/03/2010,0,"Y"
"CAD077966349","110018998450","DIABLO CANYON POWER PLANT (DCPP)","3890 AVILA BEACH DRIVE","AVILA BEACH","CA",35.210664,-120.847113,0,"No","No Violation",0,"NA",3,0,04/05/2006,0,"Y"
"CAD079089512","110000916331","IT CORP MONTEZUMA FAC","LITTLE HONKER BAY RD & COLLINS","FAIRFIELD","CA",38.184111,-121.84283,48.309,"Yes","Significant Violation",3,"264.H, NA",2,0,09/19/2008,0,"Y"
"CAD085595551","110000907626","WOTEN AVIATION SERVICES INC","25980 NEIGHBORS BLVD AT ARPT","RIPLEY","CA",33.517167,-114.656089,86.813,"No","No Violation",0,"NA",0,0,,0,"Y"
"CAD088504881","110000621300","KINSBURSKY BROTHERS INC.","1314 ANAHEIM BLVD.","ANAHEIM","CA",33.85306,-117.9198,76.027,"No","No Violation",2,"264.B, NA",4,1,01/26/2016,0,"Y"
"CAD093245645","110000479161","DUCOMMUN AEROSTRUCTURES, INC.","4001 EL MIRAGE ROAD","EL MIRAGE","CA",34.60323,-117.58108,57.078,"No","No Violation",0,"NA",3,1,11/02/2011,0,"Y"
"CAD093365435","110033145772","THE BOEING COMPANY - SSFL 1 & 3","5800 WOOLSEY CANYON ROAD","SIMI VALLEY","CA",34.2367,-118.6676,31.966,"No","Noncompliance",12,"262.A, NA",5,0,06/04/2007,0,"Y"
"CAD097030993","110000474040","SIEMENS INDUSTRY, INC.","5375 S BOYLE AVENUE","VERNON","CA",33.994033,-118.215406,98.242,"No","No Violation",9,"264.B, 264.E, 264.J, NA",7,6,06/06/2016,2,"Y"
"CAD097465132","110000609912","TP INDUSTRIAL INC","525 E. ALONDRA BLVD","GARDENA","CA",33.88653,-118.26626,96.036,"No","No Violation",0,"NA",2,0,07/27/2004,0,"Y"
"CAD097854541","110000609921","EXIDE TECHNOLOGIES INCORPORATED","2700 SOUTH INDIANA STREET","VERNON","CA",34.00591,-118.19432,97.974,"No","Noncompliance",6,"264.B, 264.DD, 265.C, NA",9,5,07/29/2016,4,"Y"
"CAD099452708","110009556284","INDUSTRIAL SERVICE OIL COMPANY, INC.","1700 S. SOTO STREET","LOS ANGELES","CA",34.01828,-118.21804,96.184,"Yes","Significant Violation",12,"264.H, 264.I, NA, XXS",6,3,10/20/2014,0,"Y"
"CAD980636682","110000609958","SAN DIEGO GAS AND ELECTRIC","5488 OVERLAND AVENUE","SAN DIEGO","CA",32.833536,-117.13094,45.669,"No","No Violation",1,"264.D, NA",2,1,06/12/2014,0,"Y"
"CAD980675276","110000500912","CLEANHARBORS OF BUTTONWILLOW","2500 WEST LOKERN","BUTTONWILLOW","CA",35.403061,-119.615756,0,"Yes","Significant Violation",12,"262.A, 262.C, 264.A, 264.B, 264.C, 264.J, 265.A, 268.E, NA, XXS",9,6,07/15/2016,1,"Y"
"CAD980695761","110000621328","CALIFORNIA OIL RECYCLERS INC","977A BRANSTEN RD","SAN CARLOS","CA",37.50621,-122.25365,46.299,"No","No Violation",0,"NA",0,0,02/09/1998,0,"Y"
"CAD980737076","110000609967","DICO OIL CO","1845 E WILLOW","SIGNAL HILL","CA",33.805438,-118.170197,74.307,"No","No Violation",0,"NA",0,0,10/07/1994,0,"Y"
"CAD980814800","110000485109","J.R. SIMPLOT COMPANY - LATHROP","16777 HOWLAND RD","LATHROP","CA",37.807058,-121.277465,59.776,"No","Noncompliance",12,"262.A, 273.B, NA",1,0,,0,"Y"
"CAD980817159","110000609976","SAFETY-KLEEN SYSTEMS, INC.","1147 N 10TH STREET","SAN JOSE","CA",37.36326,-121.89786,78.163,"No","No Violation",0,"NA",0,0,04/02/1991,0,"Y"
"CAD980881676","110038102969","PHILLIPS 66 - LOS ANGELES REFINERY CARSON PLANT","1520 E. SEPULVEDS BLVD.","CARSON","CA",33.8048,-118.2431,91.681,"No","Noncompliance",12,"262.A, 264.G, 273.A, NA",5,3,10/08/2015,0,"Y"
"CAD980883847","110015703719","SRI INTL CORRAL HOLLOW SITE","CORRAL HOLLOW RD","TRACY","CA",37.61241,-121.54076,21.053,"No","No Violation",0,"NA",0,0,04/21/1988,0,"Y"
"CAD980884183","110011460445","GEM RANCHO CORDOVA LLC","11855 WHITE ROCK ROAD","RANCHO CORDOVA","CA",38.59333,-121.23613,40.647,"Yes","Significant Violation",6,"261.A, 264.A, 264.B, 264.G, 264.I, 270.C, 273.C, NA, XXS",4,3,05/12/2015,2,"Y"
"CAD980887418","110009544868","SAFETY-KLEEN OF CALIFORNIA","6880 SMITH AVE","NEWARK","CA",37.52179,-122.02111,70.487,"No","Noncompliance",6,"262.A, 262.B, 262.C, 262.D, 264.AA, 264.B, 264.D, 264.E, 264.I, 264.J, 268.C, NA, XXS",10,4,04/21/2016,1,"Y"
"CAD981168107","110000609994","SAN DIEGO GAS AND ELECTRIC","6875 CONSOLIDATED WAY","SAN DIEGO","CA",32.876417,-117.168867,55.028,"No","No Violation",2,"NA, XXS",4,1,09/25/2014,0,"Y"
"CAD981422017","110000621346","SOUTHERN CALIFORNIA GAS COMPANY","2424 EAST OLYMPIC BOULEVARD","LOS ANGELES","CA",34.02503,-118.22879,94.39,"No","No Violation",0,"NA",3,0,10/07/2008,0,"Y"
"CAD981429715","110000610036","KEARNEY-KPF","1624 E ALPINE AVE","STOCKTON","CA",37.983513,-121.282058,76.207,"No","No Violation",0,"NA",2,0,12/08/2010,0,"Y"
"CAD981457302","110000916368","AEROJET ORDNANCE CHINO FACILITY","END OF WOODVIEW RD","CHINO","CA",33.944003,-117.746289,59.193,"No","No Violation",0,"NA",0,0,,0,"Y"
"CAD981458466","110000610045","GIBSON ENVIRONMENTAL INC","401 CANAL AVE","WILMINGTON","CA",33.7662,-118.25914,85.804,"No","No Violation",0,"NA",0,0,08/29/2001,0,"Y"
"CAD981459175","110041045570","AMERICAN LABS INC","5701 S COMPTON AVE","LOS ANGELES","CA",33.99072,-118.24777,98.622,"No","No Violation",0,"NA",0,0,12/02/1996,0,"Y"
"CAD982414146","110000907635","SMM USA, INC.","4055 CALLE PLATINO","OCEANSIDE","CA",33.20544,-117.29401,52.969,"No","No Violation",0,"NA",0,0,,0,"Y"
"CAD982435026","110000481648","KW PLASTICS OF CALIFORNIA","1861 SUNNYSIDE COURT","BAKERSFIELD","CA",35.42802,-119.05967,27.417,"No","No Violation",2,"262.C, NA",5,0,04/09/2007,0,"Y"
"CAD982444887","110000601180","NATIONAL CEMENT CO LOS ROBLES CEMENT PLT","5 MI E OF I 5","LEBEC","CA",34.822178,-118.757406,75,"No","No Violation",0,"NA",0,0,06/27/1996,0,"Y"
"CAD982521460","110013938855","IT CORPORATION - VINE HILL COMPLEX","896 WATERBIRD WAY","MARTINEZ","CA",38.02054,-122.08447,36.274,"Yes","Significant Violation",3,"264.H, NA",3,0,10/26/2006,0,"Y"
"CAD990665432","110017972951","JOHN SMITH SOLID WASTE SITE","JOHN SMITH ROAD","HOLLISTER","CA",36.8249,-121.3236,42.282,"No","No Violation",1,"264.G, NA, XXS",2,1,11/20/2014,0,"Y"
"CAD990794133","110000610116","FORWARD DSPL SITE","9999 S AUSTIN RD","MANTECA","CA",37.87381,-121.18773,59.091,"No","No Violation",0,"NA",3,0,01/20/2011,0,"Y"
"CAR000019430","110025232905","NAVAL BASE CORONADO, MIXED WASTE STORAGE FACILITY","NAVAL BASE CORONADO, BLDG 74","SAN DIEGO","CA",32.698333,-117.209444,27.323,"No","No Violation",0,"NA",5,0,03/29/2005,0,"Y"
"CAR000128793","110064259270","HGST, INC.","5601 GREAT OAKS PARKWAY","SAN JOSE","CA",37.24948,-121.79317,67.669,"No","No Violation",3,"262.A, 262.C, 264.E, NA",4,5,06/05/2014,0,"Y"
"CAT000611251","110009554721","WESTERN FARM SERV CENTRAL VALLEY DIV","3201 AVE 54","ALPAUGH","CA",35.8864,-119.5006,82.94,"No","No Violation",0,"NA",0,0,09/27/1991,0,"Y"
"CAT000612333","110054904966","SERVICE CHEMICAL SITE","1341 E MAYWOOD AVE","SANTA ANA","CA",33.71701,-117.85275,86.3,"No","Noncompliance",12,"264.H, NA",0,0,04/09/2008,0,"Y"
"CAT000613893","110000621391","SAFETY-KLEEN SYSTEMS, INC.","10625 HICKSON ST UNIT C","EL MONTE","CA",34.0815,-118.04099,90.449,"No","No Violation",1,"264.B, NA",7,1,04/02/2014,0,"Y"
"CAT000613927","110000786007","SAFETY-KLEEN SYSTEMS, INC.","7979 PALM AVE","HIGHLAND","CA",34.10788,-117.2088,70.883,"No","No Violation",0,"NA",2,1,09/27/2012,0,"Y"
"CAT000613935","110000610152","SAFETY-KLEEN SYSTEMS, INC.","2918 WORTHEN AVE","LOS ANGELES","CA",34.1069,-118.25183,68.284,"No","No Violation",2,"264.E, NA",3,1,02/28/2012,1,"Y"
