rcra,Year,exporter_key,exporter_name,exporter_address,exporter_city,exporter_state,exporter_country,exporterLAT,exporterLONG,un,hazWasteDesc,units_final,phase,totalQuantityinShipment,mgmt,ExpectedManagementMethod,ReceivingFacilityEPAIDNumber,importer_name,importer_address,importer_city,importer_state,receivingfacilityzipcode,input,filename,latitude,longitude
000174084 CEX,2007,E4A2347,SAFETY-KLEEN,3 LAFARGE ROAD,ST. CONSTANT,QUEBEC,CANADA,45.3404,-73.52347,UN1992,"Flammable liquids, toxic, n.o.s.",l,liquids,89722,H061,Fuel blending,KSD980633259,SYSTECH ENVIRONMENTAL,1420 CEMENT ROAD,FREDONIA,KS,66736,Maira,,37.5156317,-95.8243324
000174086 CEX,2007,E4A2347,SAFETY-KLEEN,3 LAFARGE ROAD,ST. CONSTANT,QUEBEC,CANADA,45.3404,-73.52347,UN1992,"Flammable liquids, toxic, n.o.s.",l,liquids,86164,H061,Fuel blending,KSD980633259,SYSTECH ENVIRONMENTAL,1420 CEMENT ROAD,FREDONIA,KS,66736,Maira,,37.5156317,-95.8243324
000335713 JJK,2007,E8A2516,SYSTECH ENVIRONMENTAL/NEWALTA,305 RAILWAY AVE. E BOX #1040,RAYMOND,ALBERTA,CANADA,50.1680028,-112.42516,UN1993,"Flammable liquids, n.o.s.",l,liquids,82912,H061,Fuel blending,KSD980633259,SYSTECH ENVIRONMENTAL,1420 CEMENT ROAD,FREDONIA,KS,66736,Maira,,37.5156317,-95.8243324
000335714 JJK,2007,E8A2516,SYSTECH ENVIRONMENTAL/NEWALTA,305 RAILWAY AVE. E BOX #1040,RAYMOND,ALBERTA,CANADA,50.1680028,-112.42516,UN1993,"Flammable liquids, n.o.s.",l,liquids,82798,H061,Fuel blending,KSD980633259,SYSTECH ENVIRONMENTAL,1420 CEMENT ROAD,FREDONIA,KS,66736,Maira,,37.5156317,-95.8243324
000335720 JJK,2007,E8A2516,SYSTECH ENVIRONMENTAL/NEWALTA,305 RAILWAY AVE. E BOX #1040,RAYMOND,ALBERTA,CANADA,50.1680028,-112.42516,UN1993,"Flammable liquids, n.o.s.",l,liquids,74872,H061,Fuel blending,KSD980633259,SYSTECH ENVIRONMENTAL,1420 CEMENT ROAD,FREDONIA,KS,66736,Maira,,37.5156317,-95.8243324
000335721 JJK,2007,E8A2516,SYSTECH ENVIRONMENTAL/NEWALTA,305 RAILWAY AVE. E BOX #1040,RAYMOND,ALBERTA,CANADA,50.1680028,-112.42516,UN1993,"Flammable liquids, n.o.s.",l,liquids,74872,H061,Fuel blending,KSD980633259,SYSTECH ENVIRONMENTAL,1420 CEMENT ROAD,FREDONIA,KS,66736,Maira,,37.5156317,-95.8243324
000335727 JJK,2007,E8A2516,SYSTECH ENVIRONMENTAL/NEWALTA,305 RAILWAY AVE. E BOX #1040,RAYMOND,ALBERTA,CANADA,50.1680028,-112.42516,UN1993,"Flammable liquids, n.o.s.",l,liquids,82927,H061,Fuel blending,KSD980633259,SYSTECH ENVIRONMENTAL,1420 CEMENT ROAD,FREDONIA,KS,66736,Maira,,37.5156317,-95.8243324
000335729 JJK,2007,E8A2516,SYSTECH ENVIRONMENTAL/NEWALTA,305 RAILWAY AVE. E BOX #1040,RAYMOND,ALBERTA,CANADA,50.1680028,-112.42516,UN1993,"Flammable liquids, n.o.s.",l,liquids,76908,,Not available,KSD980633259,SYSTECH ENVIRONMENTAL,1420 CEMENT ROAD,FREDONIA,KS,66736,Maira,,37.5156317,-95.8243324
000335730 JJK,2007,E8A2516,SYSTECH ENVIRONMENTAL/NEWALTA,305 RAILWAY AVE. E BOX #1040,RAYMOND,ALBERTA,CANADA,50.1680028,-112.42516,UN1993,"Flammable liquids, n.o.s.",l,liquids,76806,H061,Fuel blending,KSD980633259,SYSTECH ENVIRONMENTAL,1420 CEMENT ROAD,FREDONIA,KS,66736,Maira,,37.5156317,-95.8243324
000564063 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,86251,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564064 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,81405,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564103 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,87583,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564104 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,85637,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564120 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,83317,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564130 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,78865,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564131 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,84596,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564143 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,85266,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564144 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,86466,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564173 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,1003,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564179 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,86239,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564180 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,83518,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564200 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,84381,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564201 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,85096,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564233 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,20774,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564234 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,20774,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564235 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,20774,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564236 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,20774,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564237 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,9464,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564238 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21827,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564239 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21827,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564240 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21827,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564241 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21827,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564242 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,9464,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564247 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21501,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564248 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21501,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564249 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21501,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564253 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21126,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564254 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21126,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564255 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21126,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564256 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21126,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564257 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,9464,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564265 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21501,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564266 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,9464,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564267 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,20975,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564268 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,20975,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564269 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,20975,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564272 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,20975,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564278 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,9464,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564279 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21289,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564280 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21289,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564281 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21289,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564282 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21289,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564283 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,6920,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564284 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21456,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564285 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21456,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564286 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21456,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564287 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21456,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564289 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,9464,,Not available,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564297 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,24806,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564298 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,24806,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564299 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,24806,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564300 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,24806,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564301 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,9464,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564302 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21236,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564303 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21236,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564304 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21236,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564305 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21236,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564323 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21100,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564324 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21100,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564325 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21100,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564326 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,21100,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564327 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,9464,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564328 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,19487,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
000564329 FLE,2007,E9A4062,CLEAN HARBORS INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.1382379,-123.0064062,UN1993,"Flammable liquids, n.o.s.",l,liquids,19487,H040,Incineration,NED981723513,CLEAN HARBORS INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,69145,Maira,,41.2286987,-103.6630936
