county,fips,cand,st,pct_report,votes,total_votes,pct,lead
Nuckolls County,31129,Donald Trump,NE,1,1709,2153,0.793776126,Donald Trump
Phillips County,30071,Donald Trump,MT,1,1715,2149,0.798045603,Donald Trump
Hardin County,17069,Donald Trump,IL,1,1650,2133,0.773558368,Donald Trump
Pope County,17151,Donald Trump,IL,1,1678,2132,0.787054409,Donald Trump
Lincoln County,32017,Donald Trump,NV,1,1671,2132,0.783771107,Donald Trump
Todd County,46121,Donald Trump,SD,1,487,2125,0.229176471,Hillary Clinton
Jim Hogg County,48247,Donald Trump,TX,1,430,2119,0.202925908,Hillary Clinton
LaMoure County,38045,Donald Trump,ND,1,1475,2115,0.697399527,Donald Trump
Baca County,8009,Donald Trump,CO,1,1716,2107,0.814428097,Donald Trump
Wheeler County,13309,Donald Trump,GA,1,1421,2102,0.676022835,Donald Trump
Gregory County,46053,Donald Trump,SD,1,1600,2091,0.765184122,Donald Trump
Childress County,48075,Donald Trump,TX,1,1802,2084,0.864683301,Donald Trump
Adams County,19003,Donald Trump,IA,1,1393,2082,0.669068204,Donald Trump
Sweet Grass County,30097,Donald Trump,MT,1,1580,2080,0.759615385,Donald Trump
Deuel County,46039,Donald Trump,SD,1,1366,2080,0.656730769,Donald Trump
Mahnomen County,27087,Donald Trump,MN,1,991,2074,0.477820636,Donald Trump
Oneida County,16071,Donald Trump,ID,1,1531,2068,0.74032882,Donald Trump
Stewart County,13259,Donald Trump,GA,1,805,2053,0.392109109,Hillary Clinton
Mason County,48319,Donald Trump,TX,1,1656,2053,0.806624452,Donald Trump
Johnson County,31097,Donald Trump,NE,1,1348,2051,0.657240371,Donald Trump
La Salle County,48283,Donald Trump,TX,1,870,2049,0.424597365,Hillary Clinton
Catron County,35003,Donald Trump,NM,1,1453,2035,0.714004914,Donald Trump
Thurston County,31173,Donald Trump,NE,1,1013,2029,0.49926072,Donald Trump
Toole County,30101,Donald Trump,MT,1,1495,2024,0.738636364,Donald Trump
Cameron County,42023,Donald Trump,PA,1,1495,2024,0.738636364,Donald Trump
Calhoun County,13037,Donald Trump,GA,1,829,2023,0.409787444,Hillary Clinton
Pierce County,38069,Donald Trump,ND,1,1433,2020,0.709405941,Donald Trump
Smith County,20183,Donald Trump,KS,1,1635,2014,0.811817279,Donald Trump
Gray County,20069,Donald Trump,KS,1,1651,2011,0.820984585,Donald Trump
Hanson County,46061,Donald Trump,SD,1,1497,2006,0.746261216,Donald Trump
Mineral County,32021,Donald Trump,NV,1,1179,1997,0.590385578,Donald Trump
Lynn County,48305,Donald Trump,TX,1,1546,1997,0.774161242,Donald Trump
Castro County,48069,Donald Trump,TX,1,1413,1996,0.707915832,Donald Trump
Mineral County,30061,Donald Trump,MT,1,1322,1985,0.665994962,Donald Trump
Pershing County,32027,Donald Trump,NV,1,1403,1982,0.707870838,Donald Trump
Sargent County,38081,Donald Trump,ND,1,1088,1978,0.550050556,Donald Trump
Lake County,47095,Donald Trump,TN,1,1357,1970,0.688832487,Donald Trump
Cavalier County,38019,Donald Trump,ND,1,1356,1969,0.688674454,Donald Trump
Columbia County,53013,Donald Trump,WA,0.5,1359,1969,0.69019807,Donald Trump
Scotland County,29199,Donald Trump,MO,1,1525,1968,0.774898374,Donald Trump
Emmons County,38029,Donald Trump,ND,1,1672,1959,0.853496682,Donald Trump
Floyd County,48153,Donald Trump,TX,1,1473,1958,0.752298264,Donald Trump
Marshall County,46091,Donald Trump,SD,1,1056,1947,0.542372881,Donald Trump
Hansford County,48195,Donald Trump,TX,1,1730,1947,0.888546482,Donald Trump
Hartley County,48205,Donald Trump,TX,1,1727,1945,0.887917738,Donald Trump
Kimble County,48267,Donald Trump,TX,1,1697,1945,0.872493573,Donald Trump
Benson County,38005,Donald Trump,ND,1,927,1940,0.477835052,Donald Trump
Schuyler County,29197,Donald Trump,MO,1,1505,1933,0.778582514,Donald Trump
Sharkey County,28125,Donald Trump,MS,1,619,1926,0.321391485,Hillary Clinton
Edmunds County,46045,Donald Trump,SD,1,1433,1918,0.74713243,Donald Trump
Schley County,13249,Donald Trump,GA,1,1472,1909,0.771084337,Donald Trump
Greer County,40055,Donald Trump,OK,1,1482,1896,0.78164557,Donald Trump
Bent County,8011,Donald Trump,CO,1,1166,1892,0.61627907,Donald Trump
Stafford County,20185,Donald Trump,KS,1,1485,1884,0.788216561,Donald Trump
Winkler County,48495,Donald Trump,TX,1,1403,1873,0.74906567,Donald Trump
Red Lake County,27125,Donald Trump,MN,1,1141,1871,0.609834313,Donald Trump
Knox County,29103,Donald Trump,MO,1,1413,1867,0.756829138,Donald Trump
Hidalgo County,35023,Donald Trump,NM,1,906,1863,0.486312399,Donald Trump
Stevens County,20189,Donald Trump,KS,1,1564,1853,0.844036697,Donald Trump
Chase County,31029,Donald Trump,NE,1,1621,1851,0.875742842,Donald Trump
Chautauqua County,20019,Donald Trump,KS,1,1552,1845,0.841192412,Donald Trump
Sheridan County,30091,Donald Trump,MT,1,1237,1827,0.677066229,Donald Trump
Ellis County,40045,Donald Trump,OK,1,1610,1826,0.881708653,Donald Trump
Costilla County,8023,Donald Trump,CO,1,581,1820,0.319230769,Hillary Clinton
Hand County,46059,Donald Trump,SD,1,1391,1818,0.765126513,Donald Trump
Guadalupe County,35019,Donald Trump,NM,1,591,1814,0.325799338,Hillary Clinton
Sierra County,6091,Donald Trump,CA,1,1044,1791,0.582914573,Donald Trump
Traverse County,27155,Donald Trump,MN,1,1050,1791,0.586264657,Donald Trump
Bailey County,48017,Donald Trump,TX,1,1343,1784,0.752802691,Donald Trump
Bowman County,38011,Donald Trump,ND,1,1445,1769,0.816845676,Donald Trump
Granite County,30039,Donald Trump,MT,1,1185,1765,0.671388102,Donald Trump
Haskell County,48207,Donald Trump,TX,1,1403,1765,0.79490085,Donald Trump
Terry County,48445,Donald Trump,TX,1,1295,1763,0.734543392,Donald Trump
Owsley County,21189,Donald Trump,KY,1,1474,1759,0.837976123,Donald Trump
Roger Mills County,40129,Donald Trump,OK,1,1546,1758,0.879408419,Donald Trump
Martin County,48317,Donald Trump,TX,1,1453,1755,0.827920228,Donald Trump
Osborne County,20141,Donald Trump,KS,1,1437,1753,0.819737593,Donald Trump
Lincoln County,16063,Donald Trump,ID,1,1184,1748,0.677345538,Donald Trump
Mercer County,29129,Donald Trump,MO,1,1486,1739,0.854514089,Donald Trump
Fisher County,48151,Donald Trump,TX,1,1265,1722,0.734610918,Donald Trump
Crosby County,48107,Donald Trump,TX,1,1180,1712,0.689252336,Donald Trump
Dewey County,46041,Donald Trump,SD,1,723,1707,0.423550088,Hillary Clinton
Tyrrell County,37177,Donald Trump,NC,1,968,1700,0.569411765,Donald Trump
Foster County,38031,Donald Trump,ND,1,1237,1699,0.728075338,Donald Trump
Union County,35059,Donald Trump,NM,1,1214,1697,0.715380082,Donald Trump
Nelson County,38063,Donald Trump,ND,1,1025,1694,0.605076741,Donald Trump
Webster County,31181,Donald Trump,NE,1,1320,1687,0.78245406,Donald Trump
Hemphill County,48211,Donald Trump,TX,1,1460,1687,0.865441612,Donald Trump
Real County,48385,Donald Trump,TX,1,1382,1678,0.823599523,Donald Trump
Meade County,20119,Donald Trump,KS,1,1390,1675,0.829850746,Donald Trump
Clark County,46025,Donald Trump,SD,1,1139,1657,0.687386844,Donald Trump
Franklin County,31061,Donald Trump,NE,1,1345,1656,0.812198068,Donald Trump
Kimball County,31105,Donald Trump,NE,1,1317,1636,0.805012225,Donald Trump
Perkins County,46105,Donald Trump,SD,1,1333,1606,0.830012453,Donald Trump
Douglas County,46043,Donald Trump,SD,1,1338,1605,0.83364486,Donald Trump
Nance County,31125,Donald Trump,NE,1,1257,1599,0.786116323,Donald Trump
Lewis County,16061,Donald Trump,ID,1,1202,1590,0.755974843,Donald Trump
Harlan County,31083,Donald Trump,NE,1,1302,1582,0.82300885,Donald Trump
Brown County,31017,Donald Trump,NE,1,1380,1579,0.873970868,Donald Trump
Stanley County,46117,Donald Trump,SD,1,1148,1567,0.732610083,Donald Trump
Sherman County,31163,Donald Trump,NE,1,1143,1553,0.735994849,Donald Trump
Dallam County,48111,Donald Trump,TX,1,1258,1535,0.819543974,Donald Trump
Crowley County,8025,Donald Trump,CO,1,1069,1511,0.707478491,Donald Trump
Hardeman County,48197,Donald Trump,TX,1,1207,1511,0.798808736,Donald Trump
Shackelford County,48417,Donald Trump,TX,1,1378,1502,0.917443409,Donald Trump
Baylor County,48023,Donald Trump,TX,1,1267,1492,0.84919571,Donald Trump
Harper County,40059,Donald Trump,OK,1,1307,1485,0.88013468,Donald Trump
Jewell County,20089,Donald Trump,KS,1,1204,1483,0.811867835,Donald Trump
Fallon County,30025,Donald Trump,MT,1,1276,1476,0.864498645,Donald Trump
Garza County,48169,Donald Trump,TX,1,1223,1475,0.829152542,Donald Trump
Rush County,20165,Donald Trump,KS,1,1177,1474,0.798507463,Donald Trump
Decatur County,20039,Donald Trump,KS,1,1220,1460,0.835616438,Donald Trump
Donley County,48129,Donald Trump,TX,1,1225,1460,0.839041096,Donald Trump
Trego County,20195,Donald Trump,KS,1,1211,1459,0.830020562,Donald Trump
Norton city,51720,Donald Trump,VA,1,1021,1456,0.701236264,Donald Trump
Lincoln County,20105,Donald Trump,KS,1,1168,1448,0.806629834,Donald Trump
Rawlins County,20153,Donald Trump,KS,1,1209,1448,0.834944751,Donald Trump
Baker County,13007,Donald Trump,GA,1,775,1440,0.538194444,Donald Trump
Hitchcock County,31087,Donald Trump,NE,1,1216,1440,0.844444444,Donald Trump
Ness County,20135,Donald Trump,KS,1,1216,1435,0.84738676,Donald Trump
Keweenaw County,26083,Donald Trump,MI,1,814,1429,0.569629111,Donald Trump
Kinney County,48271,Donald Trump,TX,1,936,1424,0.657303371,Donald Trump
McIntosh County,38051,Donald Trump,ND,1,1095,1423,0.769501054,Donald Trump
Coke County,48081,Donald Trump,TX,1,1265,1423,0.888966971,Donald Trump
Lyman County,46085,Donald Trump,SD,1,977,1421,0.687543983,Donald Trump
Woodson County,20207,Donald Trump,KS,1,1063,1420,0.748591549,Donald Trump
Perkins County,31135,Donald Trump,NE,1,1202,1418,0.847672779,Donald Trump
Sutton County,48435,Donald Trump,TX,1,1075,1415,0.759717314,Donald Trump
Wayne County,49055,Donald Trump,UT,1,959,1410,0.680141844,Donald Trump
Cheyenne County,20023,Donald Trump,KS,1,1172,1409,0.8317956,Donald Trump
Aurora County,46003,Donald Trump,SD,1,974,1407,0.692253021,Donald Trump
Crockett County,48105,Donald Trump,TX,1,980,1395,0.702508961,Donald Trump
Highland County,51091,Donald Trump,VA,1,958,1391,0.688713156,Donald Trump
Glascock County,13125,Donald Trump,GA,1,1235,1390,0.888489209,Donald Trump
Chattahoochee County,13053,Donald Trump,GA,1,746,1384,0.539017341,Donald Trump
Crane County,48103,Donald Trump,TX,1,1047,1381,0.758146271,Donald Trump
Sedgwick County,8115,Donald Trump,CO,1,1015,1364,0.744134897,Donald Trump
Sheridan County,20179,Donald Trump,KS,1,1186,1362,0.870778267,Donald Trump
Grant County,38037,Donald Trump,ND,1,1098,1361,0.806759735,Donald Trump
Kidder County,38043,Donald Trump,ND,1,1106,1358,0.81443299,Donald Trump
Knox County,48275,Donald Trump,TX,1,1078,1358,0.793814433,Donald Trump
Logan County,20109,Donald Trump,KS,1,1124,1348,0.833827893,Donald Trump
Chase County,20017,Donald Trump,KS,1,964,1342,0.718330849,Donald Trump
Potter County,46107,Donald Trump,SD,1,1069,1335,0.800749064,Donald Trump
Gove County,20063,Donald Trump,KS,1,1127,1328,0.848644578,Donald Trump
Kearny County,20093,Donald Trump,KS,1,1048,1325,0.790943396,Donald Trump
Lipscomb County,48295,Donald Trump,TX,1,1159,1322,0.876701967,Donald Trump
Pawnee County,31133,Donald Trump,NE,1,970,1314,0.738203957,Donald Trump
Frontier County,31063,Donald Trump,NE,1,1106,1310,0.844274809,Donald Trump
Edwards County,20047,Donald Trump,KS,1,1033,1308,0.789755352,Donald Trump
Haskell County,20081,Donald Trump,KS,1,1011,1300,0.777692308,Donald Trump
Niobrara County,56027,Donald Trump,WY,1,1116,1297,0.860447186,Donald Trump
Upton County,48461,Donald Trump,TX,1,961,1296,0.741512346,Donald Trump
Menominee County,55078,Donald Trump,WI,1,269,1279,0.210320563,Hillary Clinton
Clay County,13061,Donald Trump,GA,1,566,1271,0.445318647,Hillary Clinton
Graham County,20065,Donald Trump,KS,1,1013,1265,0.800790514,Donald Trump
Hettinger County,38041,Donald Trump,ND,1,1032,1261,0.818398097,Donald Trump
Elk County,20049,Donald Trump,KS,1,1048,1259,0.832406672,Donald Trump
Renville County,38075,Donald Trump,ND,1,978,1255,0.779282869,Donald Trump
Griggs County,38039,Donald Trump,ND,1,847,1247,0.679230152,Donald Trump
Garfield County,53023,Donald Trump,WA,0.5,841,1232,0.68262987,Donald Trump
Dolores County,8033,Donald Trump,CO,1,936,1230,0.76097561,Donald Trump
Butte County,16023,Donald Trump,ID,1,914,1230,0.743089431,Donald Trump
Eddy County,38027,Donald Trump,ND,1,790,1219,0.64807219,Donald Trump
Adams County,38001,Donald Trump,ND,1,904,1206,0.749585406,Donald Trump
Judith Basin County,30045,Donald Trump,MT,1,867,1192,0.727348993,Donald Trump
Divide County,38023,Donald Trump,ND,1,860,1187,0.724515586,Donald Trump
Sioux County,38085,Donald Trump,ND,1,256,1177,0.217502124,Hillary Clinton
Echols County,13101,Donald Trump,GA,1,1006,1175,0.856170213,Donald Trump
Corson County,46031,Donald Trump,SD,1,588,1175,0.500425532,Donald Trump
Jeff Davis County,48243,Donald Trump,TX,1,694,1175,0.590638298,Donald Trump
Greeley County,31077,Donald Trump,NE,1,911,1165,0.781974249,Donald Trump
Morton County,20129,Donald Trump,KS,1,970,1160,0.836206897,Donald Trump
Collingsworth County,48087,Donald Trump,TX,1,983,1154,0.851819757,Donald Trump
Bennett County,46007,Donald Trump,SD,1,666,1149,0.579634465,Donald Trump
Boyd County,31015,Donald Trump,NE,1,978,1142,0.856392294,Donald Trump
Towner County,38095,Donald Trump,ND,1,733,1137,0.64467898,Donald Trump
McPherson County,46089,Donald Trump,SD,1,892,1137,0.784520668,Donald Trump
Sanborn County,46111,Donald Trump,SD,1,819,1123,0.729296527,Donald Trump
Faulk County,46049,Donald Trump,SD,1,858,1118,0.76744186,Donald Trump
Webster County,13307,Donald Trump,GA,1,630,1114,0.565529623,Donald Trump
Rich County,49033,Donald Trump,UT,1,786,1096,0.717153285,Donald Trump
Jackson County,46071,Donald Trump,SD,1,722,1095,0.659360731,Donald Trump
Hall County,48191,Donald Trump,TX,1,891,1089,0.818181818,Donald Trump
Cimarron County,40025,Donald Trump,OK,1,962,1077,0.893221913,Donald Trump
Cheyenne County,8017,Donald Trump,CO,1,905,1076,0.841078067,Donald Trump
Concho County,48095,Donald Trump,TX,1,885,1067,0.829428304,Donald Trump
Edwards County,48137,Donald Trump,TX,1,741,1065,0.695774648,Donald Trump
Miner County,46097,Donald Trump,SD,1,706,1064,0.663533835,Donald Trump
Garden County,31069,Donald Trump,NE,1,869,1063,0.817497648,Donald Trump
McCone County,30055,Donald Trump,MT,1,858,1056,0.8125,Donald Trump
Schleicher County,48413,Donald Trump,TX,1,819,1054,0.777039848,Donald Trump
Powder River County,30075,Donald Trump,MT,1,880,1047,0.840496657,Donald Trump
Worth County,29227,Donald Trump,MO,1,808,1046,0.772466539,Donald Trump
Quitman County,13239,Donald Trump,GA,1,575,1044,0.550766284,Donald Trump
Haakon County,46055,Donald Trump,SD,1,936,1044,0.896551724,Donald Trump
Burke County,38013,Donald Trump,ND,1,879,1031,0.85257032,Donald Trump
Logan County,38047,Donald Trump,ND,1,867,1030,0.841747573,Donald Trump
Kiowa County,20097,Donald Trump,KS,1,855,1023,0.835777126,Donald Trump
Armstrong County,48011,Donald Trump,TX,1,924,1017,0.908554572,Donald Trump
Robertson County,21201,Donald Trump,KY,1,759,1013,0.749259625,Donald Trump
Hodgeman County,20083,Donald Trump,KS,1,845,1006,0.839960239,Donald Trump
Oliver County,38065,Donald Trump,ND,1,827,1002,0.825349301,Donald Trump
Gosper County,31073,Donald Trump,NE,1,792,1000,0.792,Donald Trump
Steele County,38091,Donald Trump,ND,1,537,984,0.545731707,Donald Trump
Clark County,20025,Donald Trump,KS,1,813,983,0.82706002,Donald Trump
Sherman County,41055,Donald Trump,OR,1,726,983,0.738555443,Donald Trump
Deuel County,31049,Donald Trump,NE,1,809,977,0.828045036,Donald Trump
Harmon County,40057,Donald Trump,OK,1,714,975,0.732307692,Donald Trump
Meagher County,30059,Donald Trump,MT,1,728,972,0.748971193,Donald Trump
Garfield County,31071,Donald Trump,NE,1,819,968,0.84607438,Donald Trump
Jerauld County,46073,Donald Trump,SD,1,648,967,0.670113754,Donald Trump
Daniels County,30019,Donald Trump,MT,1,729,952,0.765756303,Donald Trump
Liberty County,30051,Donald Trump,MT,1,695,952,0.730042017,Donald Trump
Dundy County,31057,Donald Trump,NE,1,823,949,0.867228662,Donald Trump
Oldham County,48359,Donald Trump,TX,1,850,945,0.899470899,Donald Trump
Golden Valley County,38033,Donald Trump,ND,1,793,942,0.841825902,Donald Trump
Wheatland County,30107,Donald Trump,MT,1,698,938,0.744136461,Donald Trump
Gilliam County,41021,Donald Trump,OR,1,632,937,0.674493063,Donald Trump
Wichita County,20203,Donald Trump,KS,1,765,934,0.819057816,Donald Trump
Sherman County,48421,Donald Trump,TX,1,807,933,0.864951768,Donald Trump
Dickens County,48125,Donald Trump,TX,1,755,909,0.830583058,Donald Trump
De Baca County,35011,Donald Trump,NM,1,617,905,0.681767956,Donald Trump
Cochran County,48079,Donald Trump,TX,1,679,901,0.753607103,Donald Trump
Reagan County,48383,Donald Trump,TX,1,709,900,0.787777778,Donald Trump
Taliaferro County,13265,Donald Trump,GA,1,349,897,0.389074693,Hillary Clinton
Hudspeth County,48229,Donald Trump,TX,1,503,871,0.57749713,Donald Trump
Jackson County,8057,Donald Trump,CO,1,628,862,0.728538283,Donald Trump
Sully County,46119,Donald Trump,SD,1,679,861,0.788617886,Donald Trump
Menard County,48327,Donald Trump,TX,1,681,860,0.791860465,Donald Trump
Comanche County,20033,Donald Trump,KS,1,705,857,0.822637106,Donald Trump
Eureka County,32011,Donald Trump,NV,1,723,854,0.846604215,Donald Trump
Kiowa County,8061,Donald Trump,CO,1,726,853,0.851113716,Donald Trump
Hamilton County,20075,Donald Trump,KS,1,690,847,0.814639906,Donald Trump
Lane County,20101,Donald Trump,KS,1,684,831,0.823104693,Donald Trump
Campbell County,46021,Donald Trump,SD,1,704,831,0.847172082,Donald Trump
Throckmorton County,48447,Donald Trump,TX,1,715,808,0.88490099,Donald Trump
Rock County,31149,Donald Trump,NE,1,687,793,0.866330391,Donald Trump
Wheeler County,41069,Donald Trump,OR,1,583,792,0.736111111,Donald Trump
Wallace County,20199,Donald Trump,KS,1,711,779,0.912708601,Donald Trump
Carter County,30011,Donald Trump,MT,1,677,778,0.870179949,Donald Trump
Sheridan County,38083,Donald Trump,ND,1,644,774,0.832041344,Donald Trump
Harding County,46063,Donald Trump,SD,1,694,769,0.902470741,Donald Trump
Ziebach County,46137,Donald Trump,SD,1,368,766,0.480417755,Donald Trump
Culberson County,48109,Donald Trump,TX,1,280,762,0.367454068,Hillary Clinton
Irion County,48235,Donald Trump,TX,1,660,760,0.868421053,Donald Trump
Stanton County,20187,Donald Trump,KS,1,580,742,0.781671159,Donald Trump
Briscoe County,48045,Donald Trump,TX,1,625,734,0.851498638,Donald Trump
Garfield County,30033,Donald Trump,MT,1,653,716,0.912011173,Donald Trump
Sioux County,31165,Donald Trump,NE,1,602,709,0.849083216,Donald Trump
Stonewall County,48433,Donald Trump,TX,1,555,701,0.791726106,Donald Trump
Issaquena County,28055,Donald Trump,MS,1,298,699,0.426323319,Hillary Clinton
Hyde County,46069,Donald Trump,SD,1,543,690,0.786956522,Donald Trump
Prairie County,30079,Donald Trump,MT,1,555,688,0.806686047,Donald Trump
Mellette County,46095,Donald Trump,SD,1,402,683,0.588579795,Donald Trump
Mineral County,8079,Donald Trump,CO,1,344,652,0.527607362,Donald Trump
Greeley County,20071,Donald Trump,KS,1,523,639,0.818466354,Donald Trump
Sterling County,48431,Donald Trump,TX,1,549,633,0.867298578,Donald Trump
